order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
414,01/21/2023,Cold coffee,Beverages,40,13,520,Cash,Mr.,Night,Chillies,Mirch Masala,02/28/2013,03/03/2013,3,48959,26,I can assure you that you won't be disappointed.,1
415,05/12/2022,Vadapav,Fastfood,20,8,160,Online,Mr.,Evening,Chillies,Chilly Chameli,02/22/2013,03/05/2013,11,"1,12,295",25,I can take a little bad service but the food sucks.,0
416,05/08/2022,Sandwich,Fastfood,60,9,540,Cash,Mr.,Morning,Chillies,Munni Mirchi,03/04/2013,03/11/2013,7,30960,23,Gave up trying to eat any of the crust (teeth still sore).,0
417,01/16/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening,Chillies,Mirch Masala,03/07/2013,03/10/2013,3,49163,24,But now I was completely grossed out.,0
418,12/11/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Night,Chillies,Chilly Chameli,03/01/2013,03/12/2013,11,"1,20,000",25,I really enjoyed eating here.,1
419,08/10/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight,Chillies,Munni Mirchi,03/11/2013,03/17/2013,6,47074,26,First time going but I think I will quickly become a regular.,1
420,01/30/2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,Chillies,Mirch Masala,03/14/2013,03/17/2013,3,74596,27,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1
421,03/24/2023,Cold coffee,Beverages,40,2,80,Online,Mr.,Midnight,Chillies,Chilly Chameli,03/08/2013,03/17/2013,9,87279,27,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
422,02/08/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Evening,Chillies,Munni Mirchi,03/18/2013,03/26/2013,8,"1,05,203",23,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
423,10/21/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Night,Chillies,Mirch Masala,03/21/2013,03/24/2013,3,"1,08,579",26,"Furthermore, you can't even find hours of operation on the website!",0
424,04/21/2022,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight,Chillies,Chilly Chameli,03/15/2013,03/24/2013,9,26124,26,We've tried to like this place but after 10+ times I think we're done with them.,0
425,08/17/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon,Chillies,Munni Mirchi,03/25/2013,04/01/2013,7,34579,24,What a mistake that was!,0
426,01/20/2023,Frankie,Fastfood,50,14,700,Cash,Mr.,Midnight,Chillies,Mirch Masala,03/28/2013,03/31/2013,3,59131,27,No complaints!,1
427,05/21/2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,Chillies,Chilly Chameli,03/22/2013,04/01/2013,10,"1,00,067",25,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
428,12/24/2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon,Chillies,Munni Mirchi,04/01/2013,04/09/2013,8,51072,25,Waiter was a jerk.,0
429,09/19/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Night,Chillies,Mirch Masala,04/04/2013,04/08/2013,4,79265,27,"Strike 2, who wants to be rushed.",0
430,05/11/2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Night,Chillies,Chilly Chameli,03/29/2013,04/09/2013,11,81712,26,These are the nicest restaurant owners I've ever come across.,1
431,03/16/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,Chillies,Munni Mirchi,04/08/2013,04/15/2013,7,94792,24,I never come again.,0
432,03/27/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon,Chillies,Mirch Masala,04/11/2013,04/16/2013,5,79115,27,We loved the biscuits!!!,1
433,05/27/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,Chillies,Chilly Chameli,04/05/2013,04/16/2013,11,33203,25,Service is quick and friendly.,1
434,08/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning,Chillies,Munni Mirchi,04/15/2013,04/22/2013,7,49937,25,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
435,08/05/2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Afternoon,Chillies,Mirch Masala,04/18/2013,04/21/2013,3,66360,26,So absolutley fantastic.,1
436,05/01/2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight,Chillies,Chilly Chameli,04/12/2013,04/23/2013,11,38289,27,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
437,08/31/2022,Cold coffee,Beverages,40,1,40,Cash,Mr.,Morning,Chillies,Munni Mirchi,04/22/2013,04/29/2013,7,42674,24,definitely will come back here again.,1
438,06/20/2022,Cold coffee,Beverages,40,5,200,Online,Mr.,Morning,Chillies,Mirch Masala,04/25/2013,04/28/2013,3,23048,25,I like Steiners because it's dark and it feels like a bar.,1
439,09/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon,Chillies,Chilly Chameli,04/19/2013,04/28/2013,9,"1,20,000",23,Wow very spicy but delicious.,1
440,11/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon,Chillies,Munni Mirchi,04/29/2013,05/07/2013,8,46646,23,"If you're not familiar, check it out.",1
441,02/11/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Midnight,Chillies,Mirch Masala,05/02/2013,05/05/2013,3,70108,27,I'll take my business dinner dollars elsewhere.,0
442,08/22/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night,Chillies,Chilly Chameli,04/26/2013,05/07/2013,11,86135,23,I'd love to go back.,1
443,05/09/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night,Chillies,Munni Mirchi,05/06/2013,05/13/2013,7,68270,25,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1
444,09/28/2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Evening,Chillies,Mirch Masala,05/09/2013,05/14/2013,5,52272,24,Nothing special.,0
445,10/22/2022,Sandwich,Fastfood,60,14,840,Online,Mrs.,Morning,Chillies,Chilly Chameli,05/03/2013,05/15/2013,12,79632,27,Each day of the week they have a different deal and it's all so delicious!,1
446,08/31/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night,Chillies,Munni Mirchi,05/13/2013,05/18/2013,5,47691,25,"Not to mention the combination of pears, almonds and bacon is a big winner!",1
447,01/17/2023,Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon,Chillies,Mirch Masala,05/16/2013,05/21/2013,5,90878,25,Will not be back.,0
448,07/27/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening,Chillies,Chilly Chameli,05/10/2013,05/21/2013,11,70285,26,Sauce was tasteless.,0
449,09/09/2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Chillies,Munni Mirchi,05/20/2013,05/26/2013,6,81309,24,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
450,05/20/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Morning,Chillies,Mirch Masala,05/23/2013,05/26/2013,3,88830,24,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
451,03/15/2023,Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,05/17/2013,05/29/2013,12,49554,27,I don't think we'll be going back anytime soon.,0
452,12/25/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,Chillies,Munni Mirchi,05/27/2013,06/01/2013,5,63213,23,Food was so gooodd.,1
453,10/20/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Midnight,Chillies,Mirch Masala,05/30/2013,06/03/2013,4,31862,24,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
454,07/03/2023,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening,Chillies,Chilly Chameli,05/24/2013,06/02/2013,9,96153,26,I was so insulted.,0
455,01/03/2023,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The last 3 times I had lunch here has been bad.,0
456,12/31/2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The chicken wings contained the driest chicken meat I have ever eaten.,0
457,10/16/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1
458,12/09/2022,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Nargile - I think you are great.,1
459,08/06/2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night,Item,Supplier,01/04/2013,01/01/2012,Lead Time,Quantity,Cost/unit,Best tater tots in the southwest.,1
460,11/20/2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Morning,Garlic,Lasoon Joshi,12/26/2011,01/01/2012,6,64191,9,We loved the place.,1
461,07/22/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Garlic,Poondu Ram,12/23/2011,01/01/2012,9,30049,9,Definitely not worth the $3 I paid.,0
462,04/24/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Morning,Garlic,Lassie Lasoon,12/25/2011,01/01/2012,7,98000,10,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
463,11/06/2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight,Garlic,Lasoon Joshi,01/02/2012,01/09/2012,7,30287,9,Im in AZ all the time and now have my new spot.,1
464,10/18/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Garlic,Poondu Ram,12/30/2011,01/08/2012,9,41967,8,The manager was the worst.,0
465,01/15/2023,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening,Garlic,Lassie Lasoon,01/01/2012,01/10/2012,9,24712,8,The inside is really quite nice and very clean.,1
466,11/01/2023,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Garlic,Lasoon Joshi,01/09/2012,01/16/2012,7,80904,10,The food was outstanding and the prices were very reasonable.,1
467,10/17/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning,Garlic,Poondu Ram,01/06/2012,01/17/2012,11,66939,9,I don't think I'll be running back to Carly's anytime soon for food.,0
468,08/09/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening,Garlic,Lassie Lasoon,01/08/2012,01/18/2012,10,71133,9,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
469,05/15/2022,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning,Garlic,Lasoon Joshi,01/16/2012,01/23/2012,7,"1,06,274",8,"Love the margaritas, too!",1
470,09/29/2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,Garlic,Poondu Ram,01/13/2012,01/21/2012,8,78001,8,This was my first and only Vegas buffet and it did not disappoint.,1
471,02/13/2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Garlic,Lassie Lasoon,01/15/2012,01/23/2012,8,99884,9,"Very good, though!",1
472,11/01/2023,Panipuri,Fastfood,20,10,200,Cash,Mr.,Midnight,Garlic,Lasoon Joshi,01/23/2012,01/28/2012,5,71905,9,The one down note is the ventilation could use some upgrading.,0
473,04/09/2022,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening,Garlic,Poondu Ram,01/20/2012,01/31/2012,11,78477,9,Great pork sandwich.,1
474,08/28/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Night,Garlic,Lassie Lasoon,01/22/2012,01/28/2012,6,40991,8,Don't waste your time here.,0
475,02/24/2023,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,Garlic,Lasoon Joshi,01/30/2012,02/06/2012,7,25357,10,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
476,02/02/2023,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning,Garlic,Poondu Ram,01/27/2012,02/05/2012,9,78789,9,"Third, the cheese on my friend's burger was cold.",0
477,02/13/2023,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,01/29/2012,02/04/2012,6,88532,10,We enjoy their pizza and brunch.,1
478,12/27/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,02/06/2012,02/12/2012,6,67975,8,The steaks are all well trimmed and also perfectly cooked.,1
479,02/13/2023,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Afternoon,Garlic,Poondu Ram,02/03/2012,02/15/2012,12,68991,8,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
480,02/10/2022,Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening,Garlic,Lassie Lasoon,02/05/2012,02/11/2012,6,69555,9,I LOVED it!,1
481,10/29/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening,Garlic,Lasoon Joshi,02/13/2012,02/21/2012,8,46372,10,We asked for the bill to leave without eating and they didn't bring that either.,0
482,01/31/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Afternoon,Garlic,Poondu Ram,02/10/2012,02/19/2012,9,59587,9,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1
483,04/27/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning,Garlic,Lassie Lasoon,02/12/2012,02/18/2012,6,88586,8,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
484,03/21/2023,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,02/20/2012,02/26/2012,6,44793,7,The selection of food was not the best.,0
485,02/26/2023,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight,Garlic,Poondu Ram,02/17/2012,02/28/2012,11,79690,7,Delicious and I will absolutely be back!,1
486,02/14/2023,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,02/19/2012,02/27/2012,8,91600,8,"This isn't a small family restaurant, this is a fine dining establishment.",1
487,05/27/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight,Garlic,Lasoon Joshi,02/27/2012,03/06/2012,8,85653,7,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
488,09/21/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Midnight,Garlic,Poondu Ram,02/24/2012,03/05/2012,10,76160,8,I dont think I will be back for a very long time.,0
489,03/02/2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,Garlic,Lassie Lasoon,02/26/2012,03/06/2012,9,55100,9,"It was attached to a gas station, and that is rarely a good sign.",0
490,12/26/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning,Garlic,Lasoon Joshi,03/05/2012,03/10/2012,5,99931,10,How awesome is that.,1
491,05/31/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight,Garlic,Poondu Ram,03/02/2012,03/11/2012,9,61430,8,I will be back many times soon.,1
492,11/07/2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Garlic,Lassie Lasoon,03/04/2012,03/12/2012,8,69675,8,The menu had so much good stuff on it i could not decide!,1
493,02/10/2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Morning,Garlic,Lasoon Joshi,03/12/2012,03/17/2012,5,81905,8,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
494,01/14/2023,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,Garlic,Poondu Ram,03/09/2012,03/17/2012,8,68157,7,CONCLUSION: Very filling meals.,1
495,10/20/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight,Garlic,Lassie Lasoon,03/11/2012,03/19/2012,8,87572,8,Their daily specials are always a hit with my group.,1
496,07/11/2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Night,Garlic,Lasoon Joshi,03/19/2012,03/27/2012,8,75655,8,And then tragedy struck.,0
497,01/25/2023,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight,Garlic,Poondu Ram,03/16/2012,03/25/2012,9,71093,9,The pancake was also really good and pretty large at that.,1
498,06/16/2022,Frankie,Fastfood,50,1,50,Cash,Mr.,Midnight,Garlic,Lassie Lasoon,03/18/2012,03/28/2012,10,80649,7,"This was my first crawfish experience, and it was delicious!",1
499,07/27/2022,Sandwich,Fastfood,60,8,480,Online,Mrs.,Evening,Garlic,Lasoon Joshi,03/26/2012,04/03/2012,8,72272,7,Their monster chicken fried steak and eggs is my all time favorite.,1
500,08/04/2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight,Garlic,Poondu Ram,03/23/2012,04/03/2012,11,78251,8,Waitress was sweet and funny.,1
501,09/08/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon,Garlic,Lassie Lasoon,03/25/2012,04/04/2012,10,94253,8,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
502,04/01/2023,Panipuri,Fastfood,20,13,260,Online,Mr.,Night,Garlic,Lasoon Joshi,04/02/2012,04/10/2012,8,62686,10,"I'd rather eat airline food, seriously.",0
503,04/11/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning,Garlic,Poondu Ram,03/30/2012,04/11/2012,12,31408,9,Cant say enough good things about this place.,1
504,09/12/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,Garlic,Lassie Lasoon,04/01/2012,04/09/2012,8,99033,8,The ambiance was incredible.,1
505,12/02/2023,Frankie,Fastfood,50,4,200,Cash,Mr.,Night,Garlic,Lasoon Joshi,04/09/2012,04/17/2012,8,"1,02,363",7,The waitress and manager are so friendly.,1
506,12/26/2022,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight,Garlic,Poondu Ram,04/06/2012,04/14/2012,8,46154,8,I would not recommend this place.,0
507,12/14/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning,Garlic,Lassie Lasoon,04/08/2012,04/18/2012,10,66228,8,Overall I wasn't very impressed with Noca.,0
508,10/12/2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Night,Garlic,Lasoon Joshi,04/16/2012,04/21/2012,5,96588,7,My gyro was basically lettuce only.,0
509,10/26/2022,Vadapav,Fastfood,20,11,220,Online,Mr.,Evening,Garlic,Poondu Ram,04/13/2012,04/24/2012,11,44371,8,Terrible service!,0
510,04/04/2022,Sandwich,Fastfood,60,14,840,Online,Mr.,Afternoon,Garlic,Lassie Lasoon,04/15/2012,04/23/2012,8,87469,7,Thoroughly disappointed!,0
511,02/08/2022,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Night,Garlic,Lasoon Joshi,04/23/2012,04/30/2012,7,69380,10,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1
512,11/01/2023,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon,Garlic,Poondu Ram,04/20/2012,04/28/2012,8,58554,8,"Give it a try, you will be happy you did.",1
513,07/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night,Garlic,Lassie Lasoon,04/22/2012,04/28/2012,6,24104,7,By far the BEST cheesecurds we have ever had!,1
514,08/24/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Garlic,Lasoon Joshi,04/30/2012,05/06/2012,6,85470,10,Reasonably priced also!,1
515,02/11/2022,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,Garlic,Poondu Ram,04/27/2012,05/09/2012,12,67580,7,Everything was perfect the night we were in.,1
516,09/22/2022,Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight,Garlic,Lassie Lasoon,04/29/2012,05/06/2012,7,40773,8,The food is very good for your typical bar food.,1
517,02/07/2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Evening,Garlic,Lasoon Joshi,05/07/2012,05/12/2012,5,38717,8,it was a drive to get there.,0
518,09/12/2022,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning,Garlic,Poondu Ram,05/04/2012,05/16/2012,12,56167,8,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1
519,11/25/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Morning,Garlic,Lassie Lasoon,05/06/2012,05/14/2012,8,90731,9,"Anyway, I do not think i will go back there.",0
520,03/04/2022,Panipuri,Fastfood,20,11,220,Online,Mrs.,Night,Garlic,Lasoon Joshi,05/14/2012,05/20/2012,6,62859,10,"Point your finger at any item on the menu, order it and you won't be disappointed.",1
521,01/27/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Morning,Garlic,Poondu Ram,05/11/2012,05/21/2012,10,64201,7,"Oh this is such a thing of beauty, this restaurant.",1
522,12/29/2022,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,05/13/2012,05/19/2012,6,65237,9,If you haven't gone here GO NOW!,1
523,03/11/2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon,Garlic,Lasoon Joshi,05/21/2012,05/29/2012,8,32028,8,"A greasy, unhealthy meal.",0
524,01/05/2022,Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon,Garlic,Poondu Ram,05/18/2012,05/27/2012,9,45830,9,first time there and might just be the last.,0
525,04/05/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight,Garlic,Lassie Lasoon,05/20/2012,05/26/2012,6,"1,19,704",7,Those burgers were amazing.,1
526,04/07/2022,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Evening,Garlic,Lasoon Joshi,05/28/2012,06/05/2012,8,28644,8,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
527,06/01/2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon,Garlic,Poondu Ram,05/25/2012,06/02/2012,8,38122,7,And it was way to expensive.,0
528,01/07/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,05/27/2012,06/06/2012,10,"1,20,000",8,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
529,05/15/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Garlic,Lasoon Joshi,06/04/2012,06/10/2012,6,"1,09,628",7,This was my first time and I can't wait until the next.,1
530,07/27/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night,Garlic,Poondu Ram,06/01/2012,06/10/2012,9,86357,9,The bartender was also nice.,1
531,04/10/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night,Garlic,Lassie Lasoon,06/03/2012,06/11/2012,8,52918,7,Everything was good and tasty!,1
532,03/27/2023,Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight,Garlic,Lasoon Joshi,06/11/2012,06/19/2012,8,49618,7,This place is two thumbs up....way up.,1
533,05/02/2023,Frankie,Fastfood,50,2,100,Cash,Mrs.,Night,Garlic,Poondu Ram,06/08/2012,06/18/2012,10,82942,7,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
534,05/16/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night,Garlic,Lassie Lasoon,06/10/2012,06/16/2012,6,"1,11,837",7,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1
535,05/09/2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight,Garlic,Lasoon Joshi,06/18/2012,06/25/2012,7,96870,10,Terrible management.,0
536,01/03/2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening,Garlic,Poondu Ram,06/15/2012,06/24/2012,9,57679,8,An excellent new restaurant by an experienced Frenchman.,1
537,01/25/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening,Garlic,Lassie Lasoon,06/17/2012,06/23/2012,6,"1,20,000",9,If there were zero stars I would give it zero stars.,0
538,05/06/2022,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning,Garlic,Lasoon Joshi,06/25/2012,07/02/2012,7,"1,10,000",10,"Great steak, great sides, great wine, amazing desserts.",1
539,07/09/2022,Panipuri,Fastfood,20,3,60,Online,Mr.,Evening,Garlic,Poondu Ram,06/22/2012,07/03/2012,11,81022,8,Worst martini ever!,0
540,05/27/2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon,Garlic,Lassie Lasoon,06/24/2012,07/01/2012,7,85255,9,The steak and the shrimp are in my opinion the best entrees at GC.,1
541,07/30/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Night,Garlic,Lasoon Joshi,07/02/2012,07/07/2012,5,"1,04,055",7,I had the opportunity today to sample your amazing pizzas!,1
542,04/08/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening,Garlic,Poondu Ram,06/29/2012,07/10/2012,11,49943,8,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
543,10/04/2022,Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening,Garlic,Lassie Lasoon,07/01/2012,07/08/2012,7,"1,20,000",8,The yellowtail carpaccio was melt in your mouth fresh.,1
544,12/14/2022,Sandwich,Fastfood,60,15,900,Online,Mrs.,Morning,Garlic,Lasoon Joshi,07/09/2012,07/16/2012,7,65717,7,I won't try going back there even if it's empty.,0
545,01/01/2023,Sandwich,Fastfood,60,13,780,Online,Mrs.,Midnight,Garlic,Poondu Ram,07/06/2012,07/17/2012,11,70299,10,"No, I'm going to eat the potato that I found some strangers hair in it.",0
546,09/07/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,07/08/2012,07/14/2012,6,"1,20,000",10,Just spicy enough.. Perfect actually.,1
547,05/14/2022,Cold coffee,Beverages,40,10,400,Online,Mr.,Morning,Garlic,Lasoon Joshi,07/16/2012,07/21/2012,5,96833,8,Last night was my second time dining here and I was so happy I decided to go back!,1
548,03/29/2023,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon,Garlic,Poondu Ram,07/13/2012,07/22/2012,9,79177,10,"not even a ""hello, we will be right with you.""",0
549,04/15/2022,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon,Garlic,Lassie Lasoon,07/15/2012,07/22/2012,7,"1,09,695",10,The desserts were a bit strange.,0
550,11/15/2022,Cold coffee,Beverages,40,15,600,Online,Mr.,Afternoon,Garlic,Lasoon Joshi,07/23/2012,07/28/2012,5,"1,10,000",8,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
551,07/30/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening,Garlic,Poondu Ram,07/20/2012,07/28/2012,8,89646,10,"I really do recommend this place, you can go wrong with this donut place!",1
552,12/09/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight,Garlic,Lassie Lasoon,07/22/2012,07/30/2012,8,"1,20,000",9,Nice ambiance.,1
553,11/11/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening,Garlic,Lasoon Joshi,07/30/2012,08/05/2012,6,"1,01,731",9,I would recommend saving room for this!,1
554,09/03/2023,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Afternoon,Garlic,Poondu Ram,07/27/2012,08/06/2012,10,54072,10,I guess maybe we went on an off night but it was disgraceful.,0
